m,score,5m/6,gap,a : R/(5m/6)*100,average,(ave-a)^2,S : standard deviation,Δ: 1.96*S/√1000,confidence interval
1256,937,1046.67,109.667,89.52200789,,4.277928725,,,
1326,937,1105,168,84.79638009,,7.061309029,,,
1548,1097,1290,193,85.03875969,,5.831900284,,,
1375,1048,1145.83,97.8333,91.46208425,,16.06720477,,,
1470,1088,1225,137,88.81632653,,1.85677161,,,
1355,944,1129.17,185.167,83.60122922,,14.841473,,,
1383,1041,1152.5,111.5,90.32537961,,8.246587085,,,
1169,871,974.167,103.167,89.40972133,,3.826048945,,,
1513,1045,1260.83,215.833,82.88191112,,20.9011846,,,
1486,1042,1238.33,196.333,84.14558316,,10.94358711,,,
1579,1146,1315.83,169.833,87.09331753,,0.129870093,,,
1257,927,1047.5,120.5,88.49642005,,1.087280822,,,
1303,905,1085.83,180.833,83.34638019,,16.8700141,,,
1343,973,1119.17,146.167,86.93942833,,0.264467599,,,
1370,980,1141.67,161.667,85.83916543,,2.606697521,,,
1369,1018,1140.83,122.833,89.23327753,,3.166923007,,,
1368,1037,1140,103,90.96491228,,12.32866463,,,
1364,979,1136.67,157.667,86.12877968,,1.755393872,,,
1215,904,1012.5,108.5,89.28395062,,3.349844922,,,
1327,965,1105.83,140.833,87.26476945,,0.035691904,,,
1607,1117,1339.17,222.167,83.40987328,,16.35247356,,,
1355,940,1129.17,189.167,83.24698672,,17.69637314,,,
1359,988,1132.5,144.5,87.2406181,,0.045400682,,,
1356,926,1130,204,81.94690265,,30.32473396,,,
1354,920,1128.33,208.333,81.53642995,,35.01399567,,,
1166,818,971.667,153.667,84.18521983,,10.68291331,,,
1325,1001,1104.17,103.167,90.65633009,,10.25688782,,,
1177,808,980.833,172.833,82.37895748,,25.75293514,,,
1171,880,975.833,95.8333,90.17936471,,7.429289197,,,
1554,1098,1295,197,84.78764479,,7.107810191,,,
1339,979,1115.83,136.833,87.73737935,,0.080478252,,,
1319,948,1099.17,151.167,86.24689538,,1.456359181,,,
1265,904,1054.17,150.167,85.75466955,,2.886678847,,,
1549,1190,1290.83,100.833,92.18874678,,22.42073937,,,
1526,1124,1271.67,147.667,88.38771065,,0.872389976,,,
1326,945,1105,160,85.52036199,,3.737766703,,,
1402,1020,1168.33,148.333,87.30410072,,0.022377687,,,
1191,836,992.5,156.5,84.23173804,,10.38099032,,,
1063,759,885.833,126.833,85.68206423,,3.138666598,,,
1333,965,1110.83,145.833,86.87197861,,0.338391003,,,
1403,1031,1169.17,138.167,88.18221473,,0.530744703,,,
1473,1072,1227.5,155.5,87.33197556,,0.014815004,,,
1300,999,1083.33,84.3333,92.21566836,,22.67641443,,,
1345,963,1120.83,157.833,85.91847113,,2.356904523,,,
1175,858,979.167,121.167,87.62550208,,0.029518547,,,
1436,1023,1196.67,173.667,85.48722706,,3.866986189,,,
1321,960,1100.83,140.833,87.20692568,,0.060893842,,,
1458,1090,1215,125,89.71193416,,5.099655559,,,
1348,994,1123.33,129.333,88.48690946,,1.067537362,,,
1305,1004,1087.5,83.5,92.32183908,,23.69885152,,,
1427,1033,1189.17,156.167,86.86731081,,0.343843435,,,
1307,945,1089.17,144.167,86.76331518,,0.476620782,,,
1635,1216,1362.5,146.5,89.24770642,,3.218486096,,,
1250,890,1041.67,151.667,85.43972659,,4.056058514,,,
1454,1069,1211.67,142.667,88.22534188,,0.595442833,,,
1242,926,1035,109,89.46859903,,4.059848501,,,
1460,1070,1216.67,146.667,87.94496453,,0.241348251,,,
