m,R : score,5m/6,gap,a : R/(5m/6)*100,a's average,(ave-a)^2,S : standard deviation,É¢: 1.96*S/Å„1000,confidence interval
1109,780,924.167,144.167,84.40033024,,1.06420127,,,
1382,986,1151.67,165.667,85.61480285,,5.044848061,,,
1255,893,1045.83,152.833,85.38672633,,4.072313515,,,
1371,959,1142.5,183.5,83.93873085,,0.324902193,,,
1254,898,1045,147,85.93301435,,6.575559736,,,
1218,830,1015,185,81.77339901,,2.545077538,,,
1218,868,1015,147,85.51724138,,4.616105745,,,
1214,844,1011.67,167.667,83.42641375,,0.003327539,,,
1137,795,947.5,152.5,83.90501319,,0.28760081,,,
1325,941,1104.17,163.167,85.22238423,,3.436037987,,,
1267,892,1055.83,163.833,84.4832975,,1.242263098,,,
1203,847,1002.5,155.5,84.48877805,,1.254510042,,,
1262,858,1051.67,193.667,81.58452747,,3.183374865,,,
1188,830,990,160,83.83838384,,0.220575733,,,
1262,864,1051.67,187.667,82.15504864,,1.473019854,,,
1271,900,1059.17,159.167,84.97219521,,2.571104109,,,
1175,816,979.167,163.167,83.33614184,,0.001061918,,,
1227,847,1022.5,175.5,82.83618582,,0.283602165,,,
1216,832,1013.33,181.333,82.10553324,,1.595663346,,,
1208,825,1006.67,181.667,81.95337102,,2.003238027,,,
1172,807,976.667,169.667,82.62795815,,0.548741352,,,
1160,822,966.667,144.667,85.03445344,,2.774638131,,,
1402,947,1168.33,221.333,81.05586607,,5.349334631,,,
1242,868,1035,167,83.8647343,,0.246021327,,,
1176,826,980,154,84.28571429,,0.840862143,,,
1224,839,1020,181,82.25490196,,1.240610517,,,
1239,871,1032.5,161.5,84.35835351,,0.979356811,,,
1252,845,1043.33,198.333,80.99067409,,5.655144814,,,
1259,902,1049.17,147.167,85.97272129,,6.780776232,,,
1109,778,924.167,146.167,84.18391914,,0.664535079,,,
1235,824,1029.17,205.167,80.06451801,,10.91780981,,,
1231,845,1025.83,180.833,82.3723229,,0.992824978,,,
1110,760,925,165,82.16216216,,1.455803365,,,
1198,837,998.333,161.333,83.83976088,,0.221871099,,,
1130,762,941.667,179.667,80.92032534,,5.99468015,,,
1168,817,973.333,156.333,83.93838491,,0.324507936,,,
1324,909,1103.33,194.333,82.38695585,,0.963878377,,,
1141,776,950.833,174.833,81.61264912,,3.083816302,,,
1090,747,908.333,161.333,82.23856229,,1.277276636,,,
1279,914,1065.83,151.833,85.75476389,,5.693162844,,,
1414,957,1178.33,221.333,81.21663711,,4.631499223,,,
1193,838,994.167,156.167,84.29167333,,0.851826366,,,
1361,938,1134.17,196.167,82.70365113,,0.442328483,,,
1144,811,953.333,142.333,85.06995981,,2.894186523,,,
1189,808,990.833,182.833,81.54754636,,3.316705963,,,
1264,873,1053.33,180.333,82.88000911,,0.238847059,,,
1288,890,1073.33,183.333,82.91951217,,0.201795695,,,
1264,865,1053.33,188.333,82.12051304,,1.558042909,,,
1231,858,1025.83,167.833,83.63958941,,0.073365397,,,
1208,854,1006.67,152.667,84.83415618,,2.14747702,,,
1100,758,916.667,158.667,82.69087902,,0.459480498,,,
1172,799,976.667,177.667,81.8088458,,2.433235382,,,
1207,855,1005.83,150.833,85.00442421,,2.675499039,,,
1266,911,1055,144,86.3507109,,8.892216472,,,
1112,772,926.667,154.667,83.30932255,,0.003529118,,,
1110,766,925,159,82.81081081,,0.311272628,,,
1172,826,976.667,150.667,84.57334997,,1.451111862,,,
1123,745,935.833,190.833,79.6082207,,14.14142217,,,
1306,917,1088.33,171.333,84.25753218,,0.789971221,,,
1181,831,984.167,153.167,84.43688927,,1.140966507,,,
1240,852,1033.33,181.333,82.45187888,,0.84061402,,,
1087,740,905.833,165.833,81.69276235,,2.808863969,,,
1039,722,865.833,143.833,83.38790506,,0.000367724,,,
1407,967,1172.5,205.5,82.47334755,,0.801707819,,,
1283,859,1069.17,210.167,80.34269574,,9.156876892,,,
1165,796,970.833,174.833,81.99144446,,1.89691251,,,
1238,825,1031.67,206.667,79.96743145,,11.56882457,,,
1161,815,967.5,152.5,84.2377261,,0.755156078,,,
1146,791,955,164,82.82722513,,0.293226364,,,
1155,800,962.5,162.5,83.11688312,,0.063426314,,,
1345,901,1120.83,219.833,80.38685617,,8.891565162,,,
1260,844,1050,206,80.38095238,,8.926808707,,,
1368,959,1140,181,84.12280702,,0.568633762,,,
1243,887,1035.83,148.833,85.63181217,,5.121545751,,,
1204,849,1003.33,154.333,84.61822132,,1.56123124,,,
1316,938,1096.67,158.667,85.53165492,,4.678248834,,,
1145,801,954.167,153.167,83.94756893,,0.335055742,,,
1290,905,1075,170,84.18604651,,0.668008029,,,
1209,856,1007.5,151.5,84.96277916,,2.540996124,,,
1195,817,995.833,178.833,82.04186847,,1.760558691,,,
1218,858,1015,157,84.5320197,,1.353245426,,,
1328,913,1106.67,193.667,82.49975151,,0.755121762,,,
1155,782,962.5,180.5,81.24675325,,4.5027808,,,
1247,837,1039.17,202.167,80.54505038,,7.973160572,,,
1078,764,898.333,134.333,85.04641375,,2.814626343,,,
1262,873,1051.67,178.667,83.01083039,,0.128091362,,,
1068,724,890,166,81.34831461,,4.082074038,,,
1193,800,994.167,194.167,80.46937788,,8.406236504,,,
1223,873,1019.17,146.167,85.65793734,,5.24047515,,,
1168,790,973.333,183.333,81.16441136,,4.85901596,,,
1325,896,1104.17,208.167,81.14692484,,4.936413417,,,
1257,900,1047.5,147.5,85.91885442,,6.503139991,,,
1232,871,1026.67,155.667,84.83738689,,2.156956208,,,
1328,923,1106.67,183.667,83.40336324,,0.001199536,,,
1190,838,991.667,153.667,84.50417328,,1.289233863,,,
1273,872,1060.83,188.833,82.19978696,,1.366425331,,,
1144,802,953.333,151.333,84.12590354,,0.573313391,,,
1277,890,1064.17,174.167,83.63325409,,0.069973558,,,
1110,740,925,185,80,,11.3483346,,,
1034,715,861.667,146.667,82.9786913,,0.15212935,,,
1087,773,905.833,132.833,85.33581797,,3.869439295,,,
1254,857,1045,188,82.00956938,,1.847314688,,,
1224,850,1020,170,83.33333333,,0.001252848,,,
1223,823,1019.17,196.167,80.75198446,,6.847351632,,,
1228,858,1023.33,165.333,83.84392132,,0.225807803,,,
1178,796,981.667,185.667,81.0865599,,5.208295469,,,
1289,889,1074.17,185.167,82.76157405,,0.368637045,,,
1167,821,972.5,151.5,84.42159383,,1.108524498,,,
1218,846,1015,169,83.34975369,,0.00036006,,,
1282,882,1068.33,186.333,82.55875993,,0.656049775,,,
1218,843,1015,172,83.05418719,,0.098936505,,,
1285,846,1070.83,224.833,79.00413698,,19.04966291,,,
1206,811,1005,194,80.69651741,,7.140714392,,,
1194,805,995,190,80.90452261,,6.072312772,,,
1285,884,1070.83,186.833,82.55278616,,0.66576261,,,
1194,866,995,129,87.03517588,,13.44283323,,,
1155,773,962.5,189.5,80.31168831,,9.345497342,,,
1246,841,1038.33,197.333,80.99544461,,5.632478472,,,
1227,861,1022.5,161.5,84.20537897,,0.699983295,,,
1137,783,947.5,164.5,82.63852243,,0.533201536,,,
1456,988,1213.33,225.333,81.42879513,,3.763343133,,,
1129,795,940.833,145.833,84.49958707,,1.278840128,,,
1164,812,970,158,83.71134021,,0.117382487,,,
1166,824,971.667,147.667,84.80271533,,2.056317006,,,
1277,890,1064.17,174.167,83.63325409,,0.069973558,,,
1339,954,1115.83,161.833,85.49689469,,4.529089495,,,
1199,845,999.167,154.167,84.57044718,,1.444126758,,,
1073,703,894.167,191.167,78.62066035,,22.54415527,,,
1131,774,942.5,168.5,82.12201592,,1.554293341,,,
1297,871,1080.83,209.833,80.58621615,,7.742377378,,,
